Nombre,Precio,Descripción,Imagen,Posición,Paginación
DOLEX GRIPA X 8 TABLETAS,$ 6.990,Sin descripción,Sin imagen,56,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ELECTROLIT DE FRESA 625 ML,$ 7.990,Sin descripción,Sin imagen,57,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
EMULSIÓN DE SCOTT TRADICIONAL 180 ML,$ 9.490,Sin descripción,Sin imagen,58,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ENJUAGUE BUCAL LISTERINE COOL MINT 360ML,$ 13.300,Sin descripción,Sin imagen,59,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ENJUAGUE BUCAL CERO ALCOHOL BUCARINE 500 ML...,$ 6.550,Sin descripción,Sin imagen,60,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ESMALTE SURTIDO USHIKO 11 ML,$ 5.490,Sin descripción,Sin imagen,61,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ESPUMA PARA AFEITAR XEN 300 ML,$ 6.550,Sin descripción,Sin imagen,62,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
FRAGANCIA FEMENINA 50 ML V&R SURTIDA,$ 19.950,Sin descripción,Sin imagen,63,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
FRAGANCIA MASCULINA 100 ML V&R SURTIDA,$ 24.950,Sin descripción,Sin imagen,64,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GAVISCON EN SACHET 6 UND,$ 11.500,Sin descripción,Sin imagen,65,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL ANTIBACTERIAL NATURAL FEELING 300 ML,$ 2.990,Sin descripción,Sin imagen,66,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL ANTIBACTERIAL NATURAL FEELING 60 ML,$ 1.490,Sin descripción,Sin imagen,67,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL CAPILAR XEN 240 ML,$ 3.990,Sin descripción,Sin imagen,68,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL CEJAS USHIKO 1 UN,$ 10.950,Sin descripción,Sin imagen,69,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL CONTROL GRASA DELIA 200 ML,$ 13.950,Sin descripción,Sin imagen,70,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL EGO ATTRACTION 240 ML,$ 7.490,Sin descripción,Sin imagen,71,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL EGO EXTREME ULTRA 240 ML,$ 7.490,Sin descripción,Sin imagen,72,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL HIDRATANTE AQUA GEL DELIA 50 ML,$ 13.950,Sin descripción,Sin imagen,73,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
GEL LIMPIADOR FACIAL DELIA 200 ML,$ 5.350,Sin descripción,Sin imagen,74,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN ESPUMOSO ANTIBACTERIAL MILEFIORE 270 ML...,$ 5.950,Sin descripción,Sin imagen,75,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN ÍNTIMO FRESH & FREE 300 ML,$ 3.750,Sin descripción,Sin imagen,76,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN LÍQUIDO NF AVENA Y COCO 1000ML,$ 5.490,Sin descripción,Sin imagen,77,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN LÍQUIDO NF AVENA Y COCO 500ML,$ 3.390,Sin descripción,Sin imagen,78,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN LÍQUIDO NF OASIS SPA 1000ML,$ 5.490,Sin descripción,Sin imagen,79,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN LÍQUIDO NF OASIS SPA 500ML,$ 3.390,Sin descripción,Sin imagen,80,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN LITTLE ANGELS 110G 3U,$ 4.900,Sin descripción,Sin imagen,81,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN NATURAL FEELING 4 UN 440 GRS,$ 4.990,Sin descripción,Sin imagen,82,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN TOCADOR ANTIBACTERIAL NF 110 G 3U,$ 4.850,Sin descripción,Sin imagen,83,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABÓN TOCADOR AVENA NF 110G 3U,$ 4.850,Sin descripción,Sin imagen,84,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
JABON TOCADOR AVENA PROTEX 2 UND 220 GR,$ 6.150,Sin descripción,Sin imagen,85,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LABIAL CRAYON NO TRANSFER - CAJA SURTIDA 2 TONO...,$ 12.950,Sin descripción,Sin imagen,86,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LABIAL CRAYON NO TRANSFER ROJOS,$ 12.950,Sin descripción,Sin imagen,87,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LABIAL LIQUIDO SURTIDO ROJOS USHIKO,$ 12.950,Sin descripción,Sin imagen,88,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LABIAL LIQUIDO SURTIDO ROSA USHIKO,$ 12.950,Sin descripción,Sin imagen,89,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LAPIZ RETRACTIL PARA CEJAS,$ 11.950,Sin descripción,Sin imagen,90,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LAPIZ RETRACTIL PARA OJOS SURTIDO,$ 13.950,Sin descripción,Sin imagen,91,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LOCIÓN HIDRATANTE CORP NATURAL FEELING 1000 ml...,$ 9.990,Sin descripción,Sin imagen,92,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
LOCIÓN REFRESCANTE XEN 178 ML,$ 4.990,Sin descripción,Sin imagen,93,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
MÁQUINA PARA AFEITAR 3 HOJAS HOMBRE XEN 2 UND...,$ 2.990,Sin descripción,Sin imagen,94,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
MÁQUINA PARA AFEITAR 3 HOJAS MUJER XEN 2 UND...,$ 2.990,Sin descripción,Sin imagen,95,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
MASCARILLA FACIAL CREMOSA MSK-1 35G,$ 3.990,Sin descripción,Sin imagen,96,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
MULTIVITAMINICO CON MINERALES X 10 UND,$ 7.600,Sin descripción,Sin imagen,97,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
NOXPIRIN DÍA NOCHE SURTIDO CAJA X3 UND,$ 4.490,Sin descripción,Sin imagen,98,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
NUTREN LIQUIDO VAINILLA 1.5 200 ML,$ 5.400,Sin descripción,Sin imagen,99,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
OMEGA 3 CAPSULAS X 10 UND,$ 6.990,Sin descripción,Sin imagen,100,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PAÑUELO FACIAL RENDY 4 PAQUETES - 10 UND POR PA...,$ 2.990,Sin descripción,Sin imagen,101,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PAPEL HIGIÉNICO 3 H 12 UN RENDY 33 MTS,$ 13.940,Sin descripción,Sin imagen,102,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PAPEL HIGIÉNICO 3 H 2 UN RENDY 33 MTS,$ 2.950,Sin descripción,Sin imagen,103,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PAPEL HIGIÉNICO PREMIUM 3H 12U RENDY 32 MTS...,$ 18.950,Sin descripción,Sin imagen,104,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PASTILLA GARGANTA STREPSILES 8 UND,$ 10.700,Sin descripción,Sin imagen,105,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PERFILADOR CEJAS MICROFILLING USK,$ 10.950,Sin descripción,Sin imagen,106,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PESTAÑINA COSMIC BLACK SKY HIGH MYB,$ 29.990,Sin descripción,Sin imagen,107,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PESTAÑINA FALSIES MAYBELLINE NEGRA,$ 21.950,Sin descripción,Sin imagen,108,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PESTAÑINA USHIKO,$ 13.950,Sin descripción,Sin imagen,109,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PLUMON DELINEADOR OJOS USK,$ 9.990,Sin descripción,Sin imagen,110,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
POLVO COMPACTO ARENA,$ 14.950,Sin descripción,Sin imagen,111,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
POLVO COMPACTO CANELA USK,$ 14.950,Sin descripción,Sin imagen,112,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
POLVO COMPACTO DORÉ USK,$ 14.950,Sin descripción,Sin imagen,113,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
POMOS DE ALGODÓN NATURAL FEELING 50 UND,$ 3.150,Sin descripción,Sin imagen,114,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTOR SOLAR DELIA 100 ML,$ 10.950,Sin descripción,Sin imagen,115,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTOR SOLAR FACIAL DELIA 50 ML,$ 15.950,Sin descripción,Sin imagen,116,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTOR SPRAY ADULTOS,$ 19.950,Sin descripción,Sin imagen,117,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTOR SPRAY NIÑOS,$ 19.950,Sin descripción,Sin imagen,118,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTORES DIARIOS FRESH & FREE 15 UND,$ 1.200,Sin descripción,Sin imagen,119,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTORES DIARIOS NOSOTRAS 15 UND,$ 1.990,Sin descripción,Sin imagen,120,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PROTECTORES FLEXY PANTY FRESH & FREE 60U,$ 5.990,Sin descripción,Sin imagen,121,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
REMOVEDOR DE ESMALTE NATURAL FEELING 250ML...,$ 5.650,Sin descripción,Sin imagen,122,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
REPELENTE NATURAL FEELING 120 ML,$ 7.150,Sin descripción,Sin imagen,123,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
REPUESTOS PARA AFEITADORA GILLETTE 4 UND,$ 11.450,Sin descripción,Sin imagen,124,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
RUBOR ILUMINADOR USK,$ 12.950,Sin descripción,Sin imagen,125,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SEDA DENTAL BUCARINE 50 MTS,$ 2.990,Sin descripción,Sin imagen,126,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SEVEDOL EXTRAFUERTE TABLETA 6 UND,$ 6.990,Sin descripción,Sin imagen,127,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO ANTICASPA OVERHEAD 400 ML,$ 6.990,Sin descripción,Sin imagen,128,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO ANTICASPA XEN 400 ML,$ 7.990,Sin descripción,Sin imagen,129,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO BOTANICALS NAT FEELING 600 ML,$ 8.900,Sin descripción,Sin imagen,130,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO CONTROL CASPA H&S 400 ML,$ 19.700,Sin descripción,Sin imagen,131,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO ELVIVE HIDRAHIALURONICO,$ 20.890,Sin descripción,Sin imagen,132,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO KOLORS SURTIDO 400 ML,$ 6.990,Sin descripción,Sin imagen,133,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SHAMPOO SAVITAL FUSION PROTEINAS 490ML,$ 13.550,Sin descripción,Sin imagen,134,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SOMBRAS SURTIDAS PARA OJOS USK 9G,$ 13.950,Sin descripción,Sin imagen,135,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SUERO FACIAL DELIA 30 ML,$ 14.950,Sin descripción,Sin imagen,136,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
SUERO VITAMINA C DELIA 30 ML,$ 19.950,Sin descripción,Sin imagen,137,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TALCO ANTIBACTERIAL XEN 150 G,$ 4.700,Sin descripción,Sin imagen,138,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TAMPONES DIGITALES MEDIO/SUPER FRESH & FREE 10 ...,$ 4.250,Sin descripción,Sin imagen,139,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TAPABOCAS DESECHABLE PACK 12 UND,$ 3.990,Sin descripción,Sin imagen,140,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TARRITO ROJO JGB TRADICIONAL 200 G,$ 11.600,Sin descripción,Sin imagen,141,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TINTE IGORA VITAL 1-0 NEGRO 50ML,$ 15.950,Sin descripción,Sin imagen,142,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TINTE IGORA VITAL 3-0 CASTAÑO OSCU 50ML,$ 15.950,Sin descripción,Sin imagen,143,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TINTE IGORA VITAL 5-0 CASTAÑO CLARO 50ML,$ 15.950,Sin descripción,Sin imagen,144,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TINTE IGORA VITAL 6-68 CHOCOLATE 50ML,$ 15.950,Sin descripción,Sin imagen,145,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TINTE IGORA VITAL 7-0 RUBIO MEDIANO 50ML,$ 15.950,Sin descripción,Sin imagen,146,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLA DELGADA FRESH & FREE 12 UND,$ 2.600,Sin descripción,Sin imagen,147,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLA DESMAQUILLANTE ROSA MICELAR 30U,$ 4.800,Sin descripción,Sin imagen,148,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLA FEMENINA INVISIBLE NOSOTRAS 24 UND...,$ 8.550,Sin descripción,Sin imagen,149,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLA FEMENINA MALLA RED FRESH & FREE 12 UND...,$ 2.750,Sin descripción,Sin imagen,150,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLA FEMENINA NOCTURNA FRESH & FREE 8 UND...,$ 3.300,Sin descripción,Sin imagen,151,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLA FEMENINA NORMAL FRESH & FREE 12 UND...,$ 2.650,Sin descripción,Sin imagen,152,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TOALLAS DESECHABLES PARA MANOS RENDY 80 UND...,$ 4.250,Sin descripción,Sin imagen,153,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
TRAT CAPILAR SURTIDO KOLORS PRO 250 ML,$ 6.650,Sin descripción,Sin imagen,154,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
VITAMINA C EN TABLETAS MASTICABLE CEBION 8 UND...,$ 4.750,Sin descripción,Sin imagen,155,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
VITAMINA E 400 UI CÁPSULAS X 10 UND,$ 4.750,Sin descripción,Sin imagen,156,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BALSAMO PARA LABIOS MSK1,$ 5.990,Sin descripción,Sin imagen,157,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CEPILLO DE DIENTES MEDIO BUCARINE 2 UND,$ 2.950,Sin descripción,Sin imagen,158,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ACETAMINOFEN CAPSULAS  DOLOFEN 10 UND,$ 6.490,Sin descripción,Sin imagen,159,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ACONDICIONADOR ELVIVE HIDRAHIALURONICO,$ 20.890,Sin descripción,Sin imagen,160,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ACONDICIONADOR KOLORS SURTIDO 400 ML,$ 6.990,Sin descripción,Sin imagen,161,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ACONDICIONADOR SAVITAL FUSION PROT 470ML,$ 13.550,Sin descripción,Sin imagen,162,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
AFEITADORA RECARGABLE MANGO + 2 REPUETOS GILLET...,$ 11.500,Sin descripción,Sin imagen,163,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
AGUA MICELAR DELIA 200 ML,$ 4.750,Sin descripción,Sin imagen,164,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ALCOHOL ANTISÉPTICO PURIX 375 ML,$ 2.900,Sin descripción,Sin imagen,165,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ALKA-SELTZER TABLETA EFERVESCENTE 6 UND,$ 6.550,Sin descripción,Sin imagen,166,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ALKA-SELTZER EXTREME 4 SOBRES,$ 9.990,Sin descripción,Sin imagen,167,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ANTIBACTERIAL Y HUMECTANTE NATURAL FEELING 135 ...,$ 3.100,Sin descripción,Sin imagen,168,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
APRONAX LIQUID GEL 4 CÁPSULAS 275 MG,$ 6.990,Sin descripción,Sin imagen,169,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
ASPIRINA ULTRA TABLETA 8 UND - 500 MG,$ 4.990,Sin descripción,Sin imagen,170,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BÁLSAMO PARA PIES CANSADOS DELIA 250 ML,$ 10.950,Sin descripción,Sin imagen,171,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BASE LIQUIDA MATIFICANTE USK,$ 14.950,Sin descripción,Sin imagen,172,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BASE PARA UÑAS Y BRILLO USHIKO 11 ML,$ 5.490,Sin descripción,Sin imagen,173,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BISBACTER 262 MG 5 UND,$ 7.990,Sin descripción,Sin imagen,174,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BODY SPLASH 200 ML ANTIBACTERIAL,$ 9.990,Sin descripción,Sin imagen,175,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
BUSCAPINA COMPUESTA 6 UND,$ 6.990,Sin descripción,Sin imagen,176,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
PAÑUELOS FACIALES EN CAJA RENDY 50 UND,$ 3.750,Sin descripción,Sin imagen,177,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CEPILLO DE DIENTES PARA NIÑOS BUCARINE 1 UND...,$ 1.450,Sin descripción,Sin imagen,178,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CEPILLO DE DIENTES ADULTOS MEDIO BUCARINE 1 UND...,$ 1.550,Sin descripción,Sin imagen,179,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CEPILLO DE DIENTES SUAVE BUCARINE 2 UND,$ 2.950,Sin descripción,Sin imagen,180,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
COMPLEJO B CÁPSULAS X 10 UND,$ 5.950,Sin descripción,Sin imagen,181,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CONDONES DUREX EXTRASEGURO 3 UNIDADES,$ 7.990,Sin descripción,Sin imagen,182,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CORRECTOR OJERAS USK,$ 10.950,Sin descripción,Sin imagen,183,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
CREMA ANTIARRUGAS ARGAN Q10 DELIA 50 ML,$ 9.990,Sin descripción,Sin imagen,184,https://domicilios.tiendasd1.com/ca/aseo-y-cuidado-personal/ASEO%20Y%20CUIDADO%20PERSONAL
